description,height,weight,base_experience,is_legendary,is_mythical,generation,hp,attack,defense,special-attack,special-defense,speed
"Oni upozoravaju druge na opasnost vibriranjem obraza kako bi stvorili visok zvuk. Vibrirajući obraze, emituje zvučne talase neprimetne za čoveka. Koristi ritam ovih zvukova za razgovor. Vibrirajući obraze, emituje zvučne talase neprimetne za ljude i upozorava druge na opasnost.",5,45,59,FALSE,FALSE,generation-v,50,50,40,50,40,64
"Jednom kada uhvati vetar, vešto kontroliše svoje spore pamuka da plutaju, čak i širom sveta. Lebdi na sezonskim vetrovima i širi svoje spore nalik pamuku po celom svetu kako bi stvorio više potomaka. Čak i na najžešćem vetru, može da kontroliše svoju pahuljicu kako bi se probio do bilo kog mesta na svetu koje poželi.",8,30,207,FALSE,FALSE,generation-ii,75,55,70,55,95,110
Moguće je da bi stvorenje koje je navedeno kao Brute Bonnet u određenoj knjizi zapravo moglo biti ovaj Pokemon. Ima malu sličnost sa Pokemonom opisanim u sumnjivom časopisu kao ukrštanje dinosaurusa i pečurke.,12,210,285,FALSE,FALSE,generation-ix,111,127,99,79,99,55
"Plen hvata u zamku pružajući ruke od vinove loze. Gubitak oružja od grabežljivaca to ne smeta. Njegove ruke su napravljene od biljaka koje se vezuju za stvari. Odmah izrastu ako se poseku. Kada miruje, izgleda da je veliki grm. Nesuđeni plen koji luta u blizini biva zarobljen njegovom lozom.",20,1286,187,FALSE,FALSE,generation-iv,100,100,125,110,50,50
"LUNATONE je otkriven na mestu gde je pao meteorit. Kao rezultat toga, neki ljudi teoretiziraju da je ovaj POKeMON došao iz svemira. Međutim, niko do sada nije uspeo da dokaže ovu teoriju. LUNATONE postaje aktivan oko vremena punog meseca. Umesto da hoda, kreće se lebdeći u vazduhu. Zastrašujuće crvene oči POKeMON-a uzrokuju da svi oni koji ga vide postanu opterećeni strahom. Postaje veoma aktivan u noći punog meseca. Ovaj POKeMON je prvi put otkriven pre 40 godina na mestu udara meteora.",10,1680,161,FALSE,FALSE,generation-iii,90,55,65,95,85,70
"Ovi Pokemoni neprestano trče kroz plitke vode da bi trenirali svoje noge, a zatim se takmiče jedni sa drugima da vide koji od njih udara najgracioznije. Vredni Kvaksvel posmatra ljude i Pokemone iz različitih regiona i ugrađuje njihove pokrete u sopstvene plesne rutine.",12,215,144,FALSE,FALSE,generation-ix,70,85,65,65,60,65
"Ovi misteriozni Pokemoni evoluiraju kada dobiju električnu stimulaciju dok su na istom mestu kao i Šelmet. Kada se osećaju ugroženo, pljunu kiselu tečnost da oteraju napadače. Ovaj Pokemon cilja Šelmeta. Iz nekog razloga evoluiraju kada dobiju električnu energiju dok napadaju Šelmeta.",5,59,63,FALSE,FALSE,generation-v,50,75,45,40,45,60
"Obično se nalazi u elektranama. Lako ih je zameniti za POKe LOPTU, oni su upropastili mnoge ljude. Rečeno je da se kamuflira kao POKe LOPTA. Samouništiće se uz vrlo malo stimulansa. Kotrlja se da se kreće. Ako je tlo neravno, iznenadni udar od udarca o neravninu može izazvati eksploziju.",5,104,66,FALSE,FALSE,generation-i,40,30,50,55,55,100
"Pokemon mesožder koji hvata i jede bube. Koristi svoje korenske noge da upije potrebnu vlagu. Preferira topla i vlažna mesta. Svojom lozom zarobljava sitne insekte i proždire ih. Iako je njegovo telo izuzetno mršavo, zaslepljujuće je brzo kada uhvati plen.",7,40,60,FALSE,FALSE,generation-i,50,75,35,70,30,40
"Šume u kojima žive Svadloon imaju sjajno lišće jer hranljive materije koje prave od opalog lišća neguju biljni život. Od hladnoće se štiti umotavanjem u lišće. Ostaje u pokretu, jede lišće u šumama. Preferira mračna, vlažna mesta, ceo dan provodi jedući opalo lišće koje leži oko njega.",5,73,133,FALSE,FALSE,generation-v,55,63,90,50,80,42
"BARBOACH-ovi osetljivi brkovi služe kao vrhunski radarski sistem. Ovaj POKeMON se krije u blatu, ostavljajući samo svoja dva brka otkrivena dok čeka da plen naiđe. BARBOACH-ovo telo je prekriveno ljigavim filmom. Ako ga neprijatelj zgrabi, ovaj POKeMON jednostavno izmiče iz neprijateljskog stiska. Ovaj POKeMON slabi ako se ljigav premaz osuši. Njegovo telo je prekriveno ljigavim filmom. Film deluje kao barijera koja sprečava da klice u mutnoj vodi uđu u telo BARBOACH-a.",4,19,58,FALSE,FALSE,generation-iii,50,48,43,46,41,60
"SLAKING provodi ceo dan ležeći i izležavajući se. Jede travu koja mu raste na dohvat ruke. Ako pojede svu travu do koje može doći, ovaj POKeMON se nevoljno seli na drugo mesto. Gde god da SLAKING živi, na travnatim poljima pojavljuju se prstenovi prečnika preko jednog jarda. Napravio ih je POKeMON jer jede svu travu na dohvat ruke dok leži ničice na zemlji. Horde SLAKING se okupljaju oko drveća kada voće dođe u sezonu. Strpljivo čekaju da sa drveća ispadnu zreli plodovi.",20,1305,252,FALSE,FALSE,generation-iii,150,160,100,95,65,100
"Boja i miris njihovog krzna se menjaju tako da odgovaraju planinskoj travi. Kada osete neprijateljstvo, kriju se u travi. Promena godišnjih doba menja boju i miris ovog Pokemonovog krzna. Ljudi ga koriste za obeležavanje godišnjih doba. Njihova boja se menja u zavisnosti od godišnjih doba, a na njih mogu blago uticati i temperatura i vlažnost.",6,195,67,FALSE,FALSE,generation-v,60,60,50,40,50,75
"Posebna membrana koja obavija Alomomolu ima sposobnost zarastanja rana. Oni žive kako plutaju na otvorenom moru. Kada pronađu ranjenog Pokemona, oni ga zagrle i donesu na obalu. Nežno drži povređene i slabe Pokemone u svojim perajima. Njegova posebna membrana leči njihove rane.",12,316,165,FALSE,FALSE,generation-v,165,75,80,40,45,65
"Oni su ljubazni, ali mogu biti neumoljivi kada brane teritoriju. Oni izazivaju neprijatelje sa kljovama koje mogu da seku čelik. Njihove čvrste kljove će ostati oštre čak i ako se koriste za sečenje čeličnih greda. Ovi Pokemoni su prekriveni tvrdim oklopom. Njegove kljove su neverovatno destruktivne. Oni mogu lako da preseku debelu, čvrstu čeličnu kolonu svaki put.",18,1055,243,FALSE,FALSE,generation-v,76,147,90,60,70,97
"Izbacuje OTROVNI PRAH da bi imobilizirao neprijatelja, a zatim ga dovrši sprejom KISELINE. Kada je gladan, proguta sve što se kreće. Njegov nesrećni plen se iznutra topi jakim kiselinama. Iako je napunjen KISELINE, on se ne topi jer takođe curi neutralnu tečnost.",10,64,137,FALSE,FALSE,generation-i,65,90,50,85,45,55
Tip ovog Pokemona se menja u zavisnosti od toga koju masku nosi. Svoje neprijatelje zbunjuje okretnim pokretima i udarcima. Ovaj Pokemon koji voli nestašluke je pun radoznalosti. Bori se tako što izvlači energiju zasnovanu na tipu sadržanu u njegovim maskama.,12,398,275,TRUE,FALSE,generation-ix,80,120,84,60,96,110
"Mnoge njegove fizičke karakteristike odgovaraju onima Viriziona iz budućnosti koji je bio pokriven u časopisu o paranormalnom. Prema nekoliko izveštaja očevidaca koji postoje, koristio je svoje blistave oštrice da julienira veliko drveće i kamene gromade.",15,1250,295,FALSE,FALSE,generation-ix,90,130,88,70,108,104
"Mužjaci mašu perjem na glavi da bi pretili protivnicima. Letačke sposobnosti ženki nadmašuju one mužjaka. Mužjaci imaju perje na glavi. Nikada sebi neće dozvoliti da se osećaju blisko ni sa kim osim sa svojim trenerima. Mužjaci mašu perjem na glavi da bi ugrozili druge, ali ženke bolje lete.",12,290,220,FALSE,FALSE,generation-v,80,115,80,65,55,93
"VINAUT se uvek može videti sa velikim, srećnim osmehom na licu. Pogledajte njegov rep da utvrdite da li je ljut. Kada je ljut, ovaj POKeMON će lupiti repom po zemlji. VINAUT se okupljaju u noćima obasjanim mesečinom da bi se igrali stiskajući se jedan protiv drugog. Stisnuvši se, ovaj POKeMON dobija izdržljivost i obučen je da izvodi snažne kontranapade. VINAUT voli da jede slatko voće. Pametno bere plodove koristeći svoje ušne ruke. Okupljaju se u voćnjacima, privučeni mirisom.",6,140,52,FALSE,FALSE,generation-iii,95,23,48,23,48,23
"Veoma lenj. Samo jede i spava. Kako se njegova okrugla masa povećava, postaje sve lenjivija. Poješće bilo šta, čak i ako je hrana malo buđava. Nikada ne izaziva želudac. Ono što zvuči kao njegov plač može zapravo biti njegovo hrkanje ili kruljenje njegovog gladnog stomaka.",21,4600,189,FALSE,FALSE,generation-i,160,110,65,65,110,30
"Aroma koja se diže iz njegovih latica sadrži supstancu koja smiruje agresivna osećanja. MEGANIJUMov dah ima moć da oživi mrtvu travu i biljke. Može ih ponovo učiniti zdravim. Svako ko stane pored njega postaje osvežen, kao da se opušta u sunčanoj šumi.",18,1005,236,FALSE,FALSE,generation-ii,80,82,100,83,100,80
"VINGULL ima naviku da nosi plen i dragocenosti u svom kljunu i krije ih na svim vrstama lokacija. Ovaj POKeMON jaše vetrovima i leti kao da kliže po nebu. VINGULL vozi uzlaznu struju koja se diže iz mora tako što pruža svoja duga i uska krila da klizi. Dugačak kljun ovog POKeMON-a je koristan za hvatanje plena. Svoje gnezdo pravi na strmoj litici na ivici mora. Ima problema da zadrži krila u letu. Umesto toga, leti na uzlaznim strujama.",6,95,54,FALSE,FALSE,generation-iii,40,30,30,55,30,85
Može reći kako se njegov trener oseća po suptilnim pomeranjima u zahvatu njegovih rogova. Ovaj empatičan osećaj im omogućava da trče kao da su jedno biće. Naseljavaju planinske krajeve. Vođa krda se odlučuje borbom sukobljenih rogova.,17,910,186,FALSE,FALSE,generation-vi,123,100,62,97,81,68
"Kada je njena grupa napadnuta, Pavmo je prvi koji skoči u bitku, pobeđujući neprijatelje borbenom tehnikom koja koristi električne šokove. Pavmo koristi jedinstvenu tehniku borbe u kojoj koristi svoje prednje šape da istovremeno udari neprijatelje i udari ih strujom iz jastučića šapa.",4,65,123,FALSE,FALSE,generation-ix,60,75,40,50,40,85
"Njegovo telo nalik gromadi je izuzetno tvrdo. Lako može da izdrži eksplozije dinamita bez oštećenja. Jednom kada skine kožu, njegovo telo postaje nežno i beličasto. Njegova koža se stvrdne kada je izložena vazduhu. Skida kožu jednom godišnje. Odbačena ljuska se odmah stvrdne i raspadne.",14,3000,223,FALSE,FALSE,generation-i,80,120,130,55,65,45
"Koristi pesmu i ples ubrzanog tempa da otera pticu Pokemone koja pleni njeno seme cveća. Sušni regioni su njihovo stanište. Kreću se ritmično, stvarajući zvuk sličan marakasu. Kada se ritmično kreće, ispušta zvuk sličan marakasima, zbog čega iznenađeni Pokemon beži.",10,280,161,FALSE,FALSE,generation-v,75,86,67,106,67,60
"U jesenjem mrijestu, mogu se vidjeti kako snažno plivaju po rijekama i potocima. U sezoni jesenjeg mrijesta mogu se vidjeti kako plivaju u punoj snazi uz rijeke i potoke. Posao mužjaka je da napravi gnezdo tako što izrezuje kamene gromade u potoku koristeći rog na glavi.",13,390,158,FALSE,FALSE,generation-i,80,92,65,65,80,68
"Menja boju tela da bi se uklopila sa okolinom. Takođe menja boju ako je srećna ili tužna. KECLEON je sposoban da menja svoje boje karoserije po želji kako bi se uklopio sa okolinom. Postoji jedan izuzetak - ovaj POKeMON ne može da promeni cik-cak obrazac na svom stomaku. KECLEON menja boju svog tela kako bi se stopio sa okolinom, omogućavajući mu da se neprimećeno prišunja svom plenu. Zatim juriša svojim dugim, rastezljivim jezikom da odmah uhvati metu bez sumnje.",10,220,154,FALSE,FALSE,generation-iii,60,90,70,60,120,40
"Mrzi svetlost i šok. Ako napadne, naduvava svoje telo da bi napumpao kontra udarac. Da bi sakrio svoj tamni rep, mirno živi u tami. Nikada nije prvi u napadu. Da bi sakrio svoj crni rep, živi u mračnoj pećini i kreće se samo noću.",13,285,142,FALSE,FALSE,generation-ii,190,33,58,33,58,33
"SKITTI ima naviku da bude fasciniran pokretnim objektima i juri ih okolo. Poznato je da ovaj POKeMON juri za sopstvenim repom i dobija vrtoglavicu. Poznato je da SKITTI razigrano juri za sopstvenim repom. U divljini, ovaj POKeMON živi u rupama u drveću šuma. Veoma je popularan kao kućni ljubimac zbog svog divnog izgleda. SKITTI-jevo divno slatko ponašanje čini ga veoma popularnim. U borbi, podiže rep. Preti neprijateljima oštrim režanjem.",6,110,52,FALSE,FALSE,generation-iii,50,45,45,35,35,50
"Instaliran je dodatni softver da bi postao bolji Pokemon. Međutim, počelo je da deluje čudno. Njegovo programiranje je modifikovano da omogući rad u vanzemaljskim dimenzijama. Nije funkcionisalo kako je planirano. Njegovo programiranje je modifikovano da bi mu omogućilo da putuje kroz vanzemaljske dimenzije. Izgleda da je možda došlo do greške...",9,340,241,FALSE,FALSE,generation-iv,85,80,70,135,75,90
"Pravi gnezdo kako bi odgovaralo svom dugačkom i mršavom telu. Drugi POKeMON ne mogu da uđu u gnezdo. Ne može se reći gde počinje rep. Uprkos kratkim nogama, brz je u lovu na RATTATA. Živi u uskim jazbinama koje odgovaraju njegovom vitkom telu. Što su gnezda dublja, to su lavirint više.",18,325,145,FALSE,FALSE,generation-ii,85,76,64,45,55,90
"Oni rasplamsavaju svoje ukrase i stvaraju energiju. Jedan Helioisk može proizvesti dovoljno struje za napajanje nebodera. On stimuliše svoje mišiće strujom, jačajući snagu u nogama i omogućavajući mu da pretrči 100 metara za pet sekundi. Sada nestala pustinjska kultura čuvala je ove Pokemone. Shodno tome, kada je Helioisk došao u oblast Galar, blago je došlo sa njima.",10,210,168,FALSE,FALSE,generation-vi,62,55,52,109,94,109
Pravi krznene lopte koje pucketaju od statičkog elektriciteta. Čuva ih sa bobicama u rupama drveća. Pravi struju sa kesama u obrazima i ispaljuje naboje iz repa. Živi na vrhovima drveća. Može se videti par kako trlja svoje obrazne kese zajedno u pokušaju da podele uskladištenu električnu energiju.,4,39,142,FALSE,FALSE,generation-iv,60,45,70,45,90,95
"Rasipa spore koje trepere i sijaju. Svako ko vidi ova svetla pada u dubok san. Dok uspava dan, hrani se sisanjem iz korena drveća. Budi se u padu noći, lutajući u potrazi za novim drvetom. Svoje sjajne spore raspršuje oko sebe. Iako su opasni, noćni obilasci šuma u ​​kojima živi Morelull su popularni.",2,15,57,FALSE,FALSE,generation-vii,40,35,55,65,75,15
"Ako nađe med, njegov polumesec svetli. Uvek liže šape jer su natopljene medom. Pre nego što u zimskom periodu dođe do oskudice hrane, navika je da gomila hranu na mnogim skrivenim lokacijama. Uvek liže med. Njena palma ima sladak ukus zbog svog meda koji je upio.",6,88,66,FALSE,FALSE,generation-ii,60,80,50,50,50,40
"Razvija mećave u planinama koje su uvek zatrpane snegom. To je odvratni snežak. Prekriva široka područja u snegu izazivajući mećave. Takođe je poznat kao „Ledeno čudovište“. Pojavljuju se kada cveta snežno cveće. Kada latice padaju, ponovo se povlače na nepoznata mesta.",22,1355,173,FALSE,FALSE,generation-iv,90,92,75,92,85,60
"Kada se spusti na sve četiri kao da moli za oproštaj, pokušava da namami protivnike da ih ubode svojom kopljastom kosom. Lukavim lukavstvom pokušava da namami ljude u šumu. Neki veruju da ima moć da podstakne useve.",8,125,130,FALSE,FALSE,generation-viii,65,60,45,75,55,70
"Kada se ne bori, Dreepi drži u rupama na svojim rogovima. Jednom kada bitka počne, lansira Dreepi kao supersonične projektile. Očigledno Dreepi unutar Dragapultovih rogova nestrpljivo čeka da bude lansiran brzinom Maha.",30,500,300,FALSE,FALSE,generation-viii,88,120,75,100,75,142
"Iz njegovog tela izvire prijatna aroma. Često ih Toucannon proguta cele, namamljen tom ljupkom ukusom. Iako je previše sladak za ljudsku ishranu, Bounsveetov znoj se može razvodniti u sok sa pravom količinom slatkoće. Zbog svoje slatke, ukusne arome, ptičji Pokemoni su uvek za njom, ali nisu dovoljno inteligentni da bi brinuli.",3,32,42,FALSE,FALSE,generation-vii,42,30,38,30,38,32
"Uobičajen prizor u šumama i šumama. Zamahuje krilima u nivou tla da bi podigao zaslepljujući pesak. Veoma poslušni. Ako je napadnut, često će podići pesak da bi se zaštitio, a ne da uzvrati. Obično se krije u visokoj travi. Pošto ne voli tuče, štiti se tako što podiže pesak.",3,18,50,FALSE,FALSE,generation-i,40,45,40,35,35,56
"Kada je napadnut od ptičjeg Pokemona, on izbacuje otrovni crni prah koji izaziva paralizu pri kontaktu. Prašak koji prekriva njegovo telo reguliše njegovu temperaturu, tako da može da živi u bilo kom regionu ili klimi.",3,25,40,FALSE,FALSE,generation-vi,38,35,40,27,25,35
"Poznato je da obara leteće bube preciznim eksplozijama mastila sa površine vode. Ako oseti bilo kakvu opasnost, snažno će prskati vodu ili posebnu vrstu mastila iz svojih usta. Ako ga napadne veći neprijatelj, brzo pliva na sigurno tako što vešto kontroliše svoje leđno peraje.",4,80,59,FALSE,FALSE,generation-i,30,40,70,70,25,60
"CAMERUPT ima vulkan unutar svog tela. Magma od 18.000 stepeni F teče kroz njegovo telo. Povremeno, grbe na leđima ovog POKeMON-a izbijaju, izbacujući pregrejanu magmu. Grbe na CAMERUPT-ovim leđima nastaju transformacijom njegovih kostiju. Ponekad eksplodiraju rastopljenu magmu. Ovaj POKeMON očigledno često eruptira kada je besan. POKEMON koji živi u krateru vulkana. Svakih 10 godina, vulkani na njegovim leđima nasilno eruptiraju. Istraživanja o uzroku erupcije su u toku.",19,2200,161,FALSE,FALSE,generation-iii,70,100,70,105,75,40
Čudno seme je posađeno na njegova leđa pri rođenju. Biljka niče i raste sa ovim POKeMON-om. Može da prođe danima bez pojedinog zalogaja. U sijalici na poleđini čuva energiju. Seme na leđima je ispunjeno hranljivim materijama. Seme stalno raste kako njegovo telo raste.,7,69,64,FALSE,FALSE,generation-i,45,49,49,65,65,45
